name,latitude,longitude,color
Maleu [mgl],-5.667,148.333,#988A78
Malfaxal [mlx],-16.578,167.496,#957F7C
Malgana [vml],-26,115,#D4BB83
Mali [gcc],-4.833,152.25,#9F687E
Maltese [mlt],35.5,14.4,#62675D
Malto [kmj],25,87.333,#876B61
Malua Bay [mll],-16,167.17,#858A74
Malvi [mup],23.179,75.785,#79875C
Malyangaba [yga],-30.5,141.5,#D2AC86
Mam [mvc],15.25,-92,#7D4F99
Mamainde [wmd],-13.5,-60,#8063BD
Mamanwa [mmn],9.417,125.5,#98946F
Mamasa [mqj],-3.118,119.475,#A98773
Mambai [mgm],-8.75,125.42,#9D5E71
Mambila [mzk],6.75,11.5,#86757D
Mambila_2 [mcu],6.516,11.161,#819874
Mamboru [mvd],-9.387,119.546,#9F8862
Mambwe [mgr],-9,31,#838568
Mamvu [mdi],3.5,29,#7F735B
Manadonese [xmm],1.5,124.833,#9B9361
Managalasi [mcq],-9.143,148.272,#99477D
Manam [mva],-4.083,145.083,#A27E71
Manam; new [mva-2],-4.08,145.08,#A0846D
Manambu [mle],-4.256,142.834,#99667A
Manange [nmm],28.667,84.08,#60A996
Manangkarri [znk],-11.67,132.5,#D4AC8A
Manat [pmr],-4.9,144.8,#988A8E
Manchinere [mpd],-10.737,-70.291,#885096
Manchu [mnc],45,125,#758582
Mancunian [eng-7],53.47,-2.23,#5B6C60
Manda [zma],-13.561,129.878,#C8AC86
Mandailing Batak [btm],1,100,#9B7F66
Mandan [mhq],46,-100,#8F429B
Mandarin_Beijing [cmn],40,116.75,#4E9CD2
Mander [mqr],-2.295,138.83,#82735E
Mandinka [man],13,-15.67,#858363
Mandinka_Gambia [mnk],13,-15,#88846D
Manem [jet],-2.917,141,#A4A283
Mang [zng],22.33,103.58,#54C59A
Mangaia [rar-3],-20,-158.5,#B7848E
MangapMbula [mna],-5.667,148.083,#999467
Mangareva [mrv],-23.17,-135,#B88890
Mangarla [mem],-19,123,#D2A988
Mangbetu [mdj],2.5,27,#679F5E
Mangde [neh-2],27.5,90.51,#40C379
Manggarai [mqy],-8.667,120.333,#848560
Manggarayi [mpc],-14.667,133.5,#C6B08B
Mangseng [mbh],-5.975,150.667,#B17D81
Maninka [emk],13,-10,#62745F
Manjaku [mfv],12.067,-16.031,#628950
Mankan [knf],11.539,-15.319,#82994C
Mankanya [knf],12,-15.9,#7F915F
Manobo_Western Bukidnon [mbb],7.667,124.833,#7E7F70
Mansaka [msk],7,126.17,#A58B75
Mansi [mns],62,62,#9A8487
Mansim [had-2],-1.096,134.029,#997566
Mantjiltjara [mpj-2],-22.67,125.08,#D1BA87
Manx [glv],56.2,-4.5,#64825A
Maonan [mmd],25,108.5,#2EAF95
Maori [mri],-39,176.5,#C07C88
Mape [mlh],-6.603,147.701,#8B7E76
Mapos Buang [bzh-2],-6.92,146.83,#8D727C
Mapoyo [mcg],6,-67,#A376AE
Mapuche [arn-3],-40,-73,#A1847C
Mapudungun [arn],-36,-72,#A27E96
Mara [mec],-15.1,135.2,#C6B795
Mara [mrh-2],23,93.167,#54A55F
Maragus [mrs-2],-16.081,167.324,#9C7D7A
Maram [nma],25.3,94.04,#87946D
Maramanandji [zmm],-13.92,130.33,#CFB185
Maranao [mrw],8,124.25,#9B8574
Maranungku [zmr],-13.5,130,#BBA785
Marathi [mar],18,74.5,#458667
Marau [mvr],-9.5,161.33,#9E5689
Mareammu [xru],-13.92,130,#C7B084
Margany [zmc],-26.5,145,#BFC664
Margi [mrt],11,13,#399F5A
Mari_Meadow [mhr],57,48,#797A7D
Maricopa [mrc],33.17,-113.17,#975A8C
Marind [mrz],-8,140.5,#7D5B65
Maring [mbw],-5.494,144.668,#B38B80
Maring [nng-2],24.328,93.986,#7C8869
Maringarr [zmt],-14.25,130,#CCAD85
Marino [mrb],-15.13,168.08,#978979
Marityabin [zmj],-13.83,129.897,#C7AF85
Marovo [mvo],-8.42,157.75,#9F7774
Marquesan_Ua Pou [mrq],-9.33,-140,#A8518D
Marquesas_North [mrq-2],-8.67,-140,#A44EA6
Marquesas_South [mqm],-9.92,-139,#9D4DA5
Marret River [xxx-78],-14.284,144.417,#B3AC61
Marrgu [mhg],-11.134,132.566,#D5BE83
Marshallese [mah],12.5,162.5,#BDA38B
Martu Wangka [mpj-3],-21.5,126,#D1BA86
Martuthunira [vma],-21,116.5,#D0BE89
Maru [mhx],24.9,94.9,#42A0A4
Marwari [raj-2],28.5,75,#647759
Masaba [ida-2],1.025,34.372,#857E7A
Masela_Central [mxz],-8.2,129.58,#927B64
Masela_East [vme],-8.17,129.75,#8D725F
Masimasi [ism],-2,139.03,#79688E
Masiwang [bnf],-3.341,130.617,#936077
Maskelynes [klv],-16.523,167.83,#82875A
Massachusetts [wam],42.5,-71,#9848A3
Massep [mvs],-1.75,138.25,#923E74
Mataco [mtp],-22.526,-62.469,#6559A2
Matbat [xmt],-2,130.33,#A07777
Matengo [mgv],-11,34.67,#868487
Matís [mpq],-4.25,-70.15,#7B548E
Matlatzinca [mat],19.29,-99.56,#835EAB
Matngele [zml],-13.833,130.417,#B7B567
Mato [met],-5.891,146.849,#957E73
Mator [mtm],51.2,97.6,#987C79
Matses [mcf],-4,-71.5,#7E5979
Matsigenka [mcb],-12,-70.4,#936675
Mattole [mvb],40.45,-124.4,#4C71BD
Matukar [mjk],-4.889,145.784,#A18270
Maung [mph],-11.917,133.5,#C5B688
Mauwake [mhl],-4.524,145.4,#9D776C
Mawae [zia-2],-8.02,147.5,#8F6B85
Mawayana [mzx],2.36,-56.79,#9666A0
Mawé [mav],-3.156,-56.558,#A77796
Mawyang [kha-2],25.52,91.42,#7BAB77
Maxakali [mbl],-18,-40,#9C4EA3
Mayi-Yapi [mnt],-20,141,#D0B189
Mazahua [maz],19.8,-100,#38857A
Mazatec [mau],18,-96.85,#7D46A4
Mazatec_Chiquihuitlan [maq],17.98,-96.8,#9F68AF
Mazatec_Huautla_de_Jiminez [mau],18.13,-96.84,#8471B5
Mazatec_Jalapa_de_Diaz [maj],18.07,-96.53,#716276
Mazatec_Soyaltepec [vmp],18.25,-96.4,#877099
Mazu [cdo-8],26.15,119.94,#6AA0D1
Mba [mfc],1,25,#6C7359
Mbabaram [vmb],-16.85,144.8,#B9B57A
Mbaham [bdw],-3,132.5,#935D80
Mbaham_2 [bdw-2],-3,133,#806676
Mbai [myb],8,17.5,#855759
Mbara [mvl],-19,143.5,#B4A46E
Mbati [mdn],3.996,17.688,#837E6F
Mbe [mfo],6.661,8.805,#718969
Mbembe [nza],5.823,8.43,#7A8855
Mbiywom [xxx-66],-13,142.33,#B8A578
Mbu [kih],-2.872,141.188,#AF808B
Mbuko [mqb],10.75,14.2,#4B8361
Mbum [mdd],7.8,13.1,#7F8051
Mbunda [mck],-14.11,21.44,#6C8C7E
Mbyá [gun],-25,-53,#A578AE
Mebengokre [txu],-9,-52,#968E89
Mech [brx-2],26.9,88.1,#8E7F71
Mehe’ek [nux],-3.75,142.58,#A26370
Mehináku [mmh],-12.834,-53.427,#9E589C
Mehri [gdq],16,52,#5E5C61
Meidob [mei],14.661,27.969,#849461
Meitei [mni],24.75,94,#688A67
Meixian [hak-2],24.167,116.333,#678CB1
Mekens [skf],-12.5,-61.5,#A87C85
Mekeo [mek],-8.5,146.467,#B57B91
Melanau [mel],4.4,114,#949A69
Mele [mxe],-17.678,168.261,#A0957D
Melpa [med],-5.667,144.386,#B7A482
Meluri [npo],25.687,94.632,#5E9782
Memba [tsj-2],29,94.8,#67AC75
Memoni [mby],18.87,-98.93,#49824B
Mende [men],8,-11.5,#7D746C
Mende [sim],-3.713,142.709,#887071
Mendriq [mnq],5,102.333,#85966A
Mene [tyr-2],18.18,104.94,#51B58B
Mengen [mee],-5.466,151.383,#AC8577
Mengerrdji [zme],-13.7,134.08,#CDBB83
Menominee [mez],45.5,-88.33,#9A4CA3
Mentawai [mwv],-1.5,99,#9E8D5C
Menya [mcr],-7.25,146,#969E9A
Mer [mnu],-3.83,135,#975A68
Meramera [mxm],-5,151.75,#A37F88
Merei [lmb],-15.25,166.92,#9E846B
Merlap [mrm],-14.47,168.03,#9B8684
Meryam Mir [ulk],-9.92,144.08,#936973
Mescalero [apm-2],34,-105,#3552A8
Mesem [mci],-6.526,147.14,#917D7E
Meteq [xem],0.7,110.5,#7B895D
Meyah [mej],-1,133.667,#8F4464
Miami [mia],39,-89,#944AA0
Mian [mpt],-4.667,141.25,#846D88
Miani [pla],-4.397,145.254,#A7666A
Mianka [myk],12.319,-4.947,#609C57
Micmac [mic],45,-63,#986AAE
Midiki [krd],-8.67,126.12,#82797A
Midob [mei],15.32,26.47,#7F965F
Mien [ium-6],24.583,112.267,#42C3AC
Mien_Yao [ium],20.833,101.167,#57A69D
Migabac [mpp],-6.271,147.706,#857586
Miji [sjl],27.54,92.6,#28AC6A
Miju [mxj],28,97,#65B06C
Mikasuki [mik],32,-85,#865495
Milang [adi-9],28.98,94.9,#929964
Milang [xxx-122],28.6,94.5,#84A76A
Millcayac [qbt-2],-32.88,-68.82,#91778C
Miluk [iml],43.12,-124.43,#554EBB
Miluo [hsn-5],28.8,113.07,#52AFD0
Mina [gej],6.6,1.5,#76915F
Minangkabau [min],0,100.167,#969768
Minanibai [mcv],-7.58,144,#B86487
Minjiang [cmn-38],29.55,106.55,#4B9EC8
Minkin [xxm],-17.75,139.5,#D4AE88
Miraña [boa-2],-1.32,-70.8,#7B4A91
Mirandese [mwl],41.49,-6.27,#6F774F
Miri [xtc],11.05,29.5,#82AE6F
Miriwung [mep],-15.667,129,#C8C48B
Misantla Totonac [tlc-2],20.3,-97.9,#8960AD
Misima [mpx],-10.67,152.58,#99707F
Mising [mrg],27.5,94.3,#94B170
Miskito [miq],14.1,-83.6,#9E7270
Miwok [skd],37.5,-120,#946EA6
Miwok_Central [csm-2],37.75,-120.33,#9851A2
Miwok_Central Sierra [csm],38,-120.33,#997594
Miwok_Coast [csi],38.33,-123,#97509F
Miwok_Lake [lmw],38.93,-122.67,#5D5898
Miwok_Northern Sierra [nsq],38.33,-120.67,#9B7FB2
Miwok_Plains [pmw],38,-121,#995CA5
Mixe [mco],17,-95.5,#625784
Mixe_Coatlan [mco-2],16.95,-95.72,#817E8B
Mixe_San Jose el Paraiso [mco-3],16.32,-95.24,#9A79AF
Mixe_Tlahuitoltepec [mxp],17.1,-96.07,#936F93
Mixe_Totontepec [mto],17.22,-95.98,#6C6986
Mixistlán South Highland Mixe [neq],17.1,-95.5,#A36A92
Mixtec [mim],17,-99,#83578C
Mixtec_Alacatlazala [mim-2],17.28,-98.63,#995C83
Mixtec_Atatlahuca [mib],17.07,-97.68,#736476
Mixtec_Ayutla [miy],17.03,-96.07,#9A6486
Mixtec_Chalcatongo [mig],17.03,-97.58,#6D5E6F
Mixtec_Chayuco [mih],16.4,-97.8,#8B7083
Mixtec_Coatzospan [miz],18.05,-96.75,#7A5D85
Mixtec_Diuxi [xtd],17.28,-97.37,#7A5385
Mixtec_Huajuapan [miu],17.8,-97.77,#865696
Mixtec_Jamiltepec [mxt],16.28,-97.82,#7A607E
Mixtec_Jicaltepec [mio],16.43,-97.97,#8B7598
Mixtec_Molinos [mim-3],17.12,-97.55,#7C707D
Mixtec_Ocotepec [meh],17.22,-93.15,#765285
Mixtec_Peñoles [mil],17.08,-97,#815978
Mixtec_San Juan Colorado [mim-4],16.46,-97.95,#6F7187
Mixtec_San Miguel El Grande [mig-2],17.62,-97.62,#766175
Mixtec_Silacayoapan [mks],17.5,-98.13,#8461A0
Mixtepec [mix],17.3,-97.83,#886C8F
Miya [mkf],11,10,#49565E
Mizo [lus],23.167,92.833,#47BE77
Mlabri [mra],18.833,101,#5B9560
Mlap [kja],-2.568,140.235,#928C84
Mmen [bfm],6.5,10.2,#36936C
Mnar [pbv-2],25.9,91.58,#7FC177
Mo-ang [xxx-123],23.63,105.626,#17AE94
Mo'ang [xxx-21],23.4,104.2,#13C5A0
Moba [mfq],10.866,0.205,#748D73
Mocha [moy],7.633,35.505,#746C81
Mocheno [cim-2],46.1,11.3,#5C7455
Mocoví [moc],-27,-62,#7D656E
Modole [mqo],1.379,127.785,#8E8062
Modra [tdr-2],14.917,108,#818D62
Mofu [mif],10.5,14.2,#578866
Moghamo [mgo],5.9,10,#637C76
Moghol [mhj],35,62,#6D6866
Mohave [mov],34.67,-114.58,#905E89
Mohawk [moh],45.5,-73.5,#93429D
Mohegan-Pequot [xpq],41.35,-72,#965BAA
Moi [mxn],-1,131.5,#94836C
Moikodi [mkp],-9.593,148.266,#9A6675
Moken [mwt],11,98.5,#788A6D
Moken_Dung [mwt-2],12.2,98.2,#85A984
Moken_Jadiak [mwt-3],8,98.6,#89A788
Mokilese [mkj],6.667,159.75,#B69084
Moksha [mdf],52.43,43.45,#517C68
Molala [mbe],43,-122.5,#8C73B7
Molbog [pwm],7.961,117.026,#9C7D8E
Molof [msl],-3.47,140.504,#A18390
Moloko [mlw],10.75,14.3,#47735D
Moma [myl],-1.42,120.118,#987A55
Mombum [mso],-8.167,139.083,#8D8575
Momu [fqs],-3.167,141.667,#A07D96
Momuna [mqf],-4.92,139.3,#B26A80
Mon [mnw],15,100,#74CD6E
Monache [mnr-2],37.93,-118.75,#8763BE
Mondzi [xxx-127],23.4,105.2,#21A4A8
Mongguor [mjg],36,102,#5C909C
Mongo_Oli [lol],4.1,9.5,#907B56
Mongo-Nkundu [lol-2],-0.846,20.563,#93768D
Mongolian [mon],50,105,#746B69
Moni [mnz],-3.583,136.833,#885286
Mono [mnh],4.561,19.937,#457841
Mono [mnr],38,-119,#63519F
MonoAlu [mte],-7.167,155.917,#B27688
Montagnais [moe],52,-65,#9A50A3
Montagnais_Mashteuiatsh [moe-2],48.57,-72.23,#9646A1
Monumbo [mxk],-4.25,145,#AEA292
Monzombo [moj],3.061,18.515,#747177
Mooré [mos],12.83,-1.25,#6C6080
Mooring Fries [frr-2],54.75,8.9,#4F7E67
Mooriori [mri-2],-44,-176,#BB7B85
Mopan [mop],16.5,-88.5,#727782
Mor [mhz],-2.917,135.75,#A84091
Mor [moq],-2.833,132.75,#96436F
Mordvin [myv],53,45.5,#508863
Mori [xmz-2],-2.17,121.322,#957864
Mori Atas [mzq],-2.255,121.005,#958065
Mori Bawah [xmz],-2.17,121.33,#958065
Moro [mor],11,30.17,#8FA659
Morokodo [mgc],6,30.5,#62A555
Moronene [mqn],-5.5,122,#947C63
Morori [mok],-8.5,140.667,#7E8A5B
Morouas [mrp],-15.339,166.916,#AC698C
Mortlock [mrl],5.5,153.75,#958E89
Moru [mgd],4.75,29.75,#87935C
Moseten [cas-2],-14.5,-68,#72567E
Moseten_Covendo [cas-x],-15.8,-67.08,#647473
Mosina [msn],-13.9,167.53,#A88488
Mota [mtt],-13.82,167.67,#AD7F88
Motu [meu],-9.5,147.25,#955571
Motuna [siw],-6.617,155.417,#B47291
Movima [mzp],-13.83,-65.67,#8B487B
Moxo [ign-2],-15.2,-60.5,#7C7A65
Moyon [nmo],24.48,94.03,#469877
Mpalityanh [xxx-79],-12,142.67,#C0A673
Mpi [mpz],18.12,100.2,#5EA3C8
Mpotovoro [mvt],-15.83,167.08,#738177
Mpra [xxx-124],8.87,-1.25,#638264
Mpur [akc],-0.833,133,#825A78
Mru [mro-2],21.45,92.5,#75AA70
Muak Sa-aak [ukk],21.183,100.367,#63CD83
Mualang [mtd],0.8,111,#83A780
Mudukumo [bwm],-4.367,143.867,#8F818F
Mugil [mlp],-4.865,145.747,#7D8267
Mugom [muk],29.58,82.42,#61A695
Muher [sgw-2],8.203,38.114,#6A7451
Muinane [bmr],-1,-72.5,#754963
Muisca [chb],7,-73,#894E94
Muk-Thang [xxx-95],-37.75,149,#C3B780
Mulao [mlm],24.25,109,#57CABC
Mum [kqa],-4.813,145.12,#9A8582
Mumuye_Zinna [mzm],8.75,11.5,#827E59
Muna [mnb-2],-5,122.417,#91895B
Muna_South [mnb],-5.25,122.42,#7B7B6B
Mundang [mua],10.1,14.45,#5A8F47
Mundari [mqu],5.8,31.2,#90A572
Mundari [unr],24,86.167,#9B7661
Mundu [muh],4.8,29.5,#6DA54F
Mundurukú [myu],-7,-57,#927179
Mungong [ncr],6.527,10.667,#618980
Muniche [myr],-5.7,-76.1,#795997
Munit [mtc],-5.247,145.534,#916D6E
Munji [mnj],36.018,70.753,#526757
Munsee Delaware [umu],41.7,-73.95,#8D63A2
Mura [myp-2],-7,-62,#A26097
Murik [mtf],-3.836,144.198,#937666
Murinbata [mwf],-14.667,129.667,#B5AE64
Murle [mur],6,33.75,#778A4F
Mursi [muz],5.58,36.08,#8BB061
Muruwari [zmu],-29,146.75,#D1B785
Musey [mse],9.63,15.511,#717B56
Musgu [mug],11,15,#7D8B63
Mushunguli [xma],0.07,42.75,#819371
Musom [msu],-6.5,146.917,#97795E
Mussau [emi],-1.5,149.667,#B28477
Mustang [loy],29.18,83.96,#60C16A
Mutsun [css-2],36.83,-121.5,#995890
Muyang [muy],10.8,14.25,#4D715C
Muyu [kts-2],-6.67,141.17,#B590A0
Muyuw [myw],-9.13,152.75,#918567
Mwani [wmw],-12.15,40.57,#6C804F
Mwera [mwe],-10,39,#9A7B78
Mwotlap [mlv],-13.7,167.63,#917C97
Myene [mye],-1.454,9.122,#6D8A56
Mzieme [nme],25.5,93.725,#73A060
N/huki [ngh],-21.9,23.2,#807094
N||ng [ngh-2],-25.75,20.4,#66757E
Na [nbf-2],27.2,101,#1787B2
Nabak [naf],-6.5,147,#8B767D
Nabay Murut [kxi],5.327,116.149,#A6846E
Nabi [nbn],-2.67,134,#976A67
Nadëb [mbj],-0.2,-67,#858D72
Nadroga [wyy],-17.33,177.5,#996C79
Nafaanra [nfr],7.949,-2.695,#60894F
Nafi [srf],-6.367,146.815,#917959
Nafri [nxx],-2.639,140.705,#88527E
Naga_Mao [nbi],25.5,94.125,#55936C
Naga_Maring [nng],24.3,94.05,#84856A
Nagovisi [nco],-6.386,155.343,#A36A8B
Nah [nbt],28.4,93.725,#757E64
Nahali [nlx],24,77.5,#86AD66
Nahavaq [sns],-16.53,167.123,#9F6880
Naho [nca],-5.734,146.221,#987A6B
Nahuat_Jalupa [nhg-6],18.14,-93.04,#8A6396
Nahuat_Pajapan [nhp],18.27,-94.68,#86648D
Nahuatl_Tetelcingo [nhg],19.67,-99,#904AAA
Nai [bio],-3.8,141.25,#94586F
Nakanai [nak],-5.5,150.833,#9F536F
Nakijin [ryu-4],26.68,127.975,#8D828F
Nakkara [nck],-12.117,134.417,#C5B484
Nalca [nlc],-4.231,139.806,#968595
Nali [nss],-2.13,147.25,#AF7B84
Nalik [nal],-2.917,151.333,#988863
Nalu [naj],11.33,-14.93,#928462
Nama [naq],-23.5,22,#8649AB
Namakir [nmk],-17,168.583,#939A7A
Naman [lzl-2],-16.17,167.33,#907677
Nambikwara [nab],-13,-59.5,#6C5CB4
Namia [nnm],-3.833,141.75,#B57092
Namia-Muya [mvm],29,101.51,#10AAA4
Namuni [faa-2],-6.747,143.421,#A06493
Namuyi [nmy],27.93,101.28,#16ACA6
Nanai [gld],49.5,137,#84965F
Nanaimo [hur-2],49,-123.83,#7D5FC7
Nanchang [gan],28.7,115.9,#5A95B7
Nancheng [gan-5],27.517,116.7,#6F97BB
Nancowry [ncb],8,93.5,#8597A0
Nandi [kln],0.25,35,#AFAD8C
Nanesa [kgq-2],-4.392,136.011,#AC4A85
Nanhai [yue-11],23.1,113.14,#6CB2B7
Nanji [wuu-26],30.405,119.077,#1EB9AE
Nanjing [cmn-16],32.05,118.85,#4C95D3
Nankina [nnk],-5.75,146.5,#947889
Nanping [cmn-40],26.65,118.183,#6896C5
Nanti [cox],-12.0452,-72.339,#866A76
Nantong [cmn-2],31.983,120.9,#4EA5CC
Nanumea [tvl-2],-5.68,176.13,#A2839B
Napu [npy],-1.194,120.325,#997B5F
Nar_Phu [npa],28.68,84.2,#73C092
Nara [nrb],16,37.5,#956664
Nara [nrz-2],-8.92,146.67,#87736D
Narak [nac],-5.576,144.725,#9391AC
Narango [nrg],-15.549,167.044,#A16F73
Naro [nhr],-21.702,21.649,#56778C
Narom [nrm],4.42,114,#7E7F7F
Narragansett [xnt],41.45,-71.45,#935EB0
Nasarian [nvh],-16.338,167.425,#A47F80
Nasioi [nas],-6.333,155.583,#B55985
Naskapi [nsk-2],54.87,-66.76,#AA63A5
Naskapi [nsk],54.85,-66.8,#A567A5
Nasu [ywu],27.27,104.22,#1CADA7
Natchez [ncz],31.75,-91.33,#9757B2
Nateni [ntm],1.25,10.5,#827087
Nati [xxx-94],-16.42,167.5,#978188
Naukan [ynk],66,-172,#9373A8
Nauru [nau],-0.5,166.917,#B28A73
Navajo [nav],36.17,-108,#3C39B7
Navut [nsw],-15.306,166.835,#A2718C
Nawaru [nwr],-9.341,148.225,#966172
Naxi [nbf],27.5,100,#32BE6C
Ndali [ndh],-9.46,33.192,#777380
Ndebele [nbl],-20,28.5,#287E5C
Nding [eli],10.5,30.5,#A6B265
Ndjébbana [djj],-12.167,134.117,#C7B586
Ndogo [ndz],7.8,27,#7A9355
Ndom [nqm],-7.92,138.17,#9D6C72
Ndonga [ndo],-18,17,#69708B
Ndrehet [tlx],-2.08,146.75,#9C8B84
Nduke [nke],-8,157.08,#898077
Ndumu [nmd],-1.75,13.6,#657D5C
Ndut [ndv],14.92,-16.92,#72AB51
Neapolitan [nap],41.1,14.76,#576755
Nediske [slv-28],45.95,13.36,#4A5954
Negidal [neg],53,139,#868A7D
Nehan [nsn],-4.5,154.167,#9E7C85
Nek [nif],-6.329,146.837,#90897B
Nekgini [nkg],-5.63,146.25,#A07E6D
Nelemwa [nee],-20.25,164.083,#6AB082
Nembe [ijs],4.566,6.267,#68875D
Nembi [aoe],-6.193,143.557,#AE707C
Neme [nex],-8.5,141.92,#816E61
Nemi [nem],-20.589,164.825,#87A98B
Nen [nqn],-8.6,142.1,#856462
Nend [anh],-4.25,144.917,#7D9576
Nenets [yrk],70,76,#869A70
Nengone [nen],-21.5,167.667,#578360
Neo-Aramaic [trg],36.2,43.75,#544E66
Nepali [nep],28.72,82,#607F5A
Nepali_hill [nep-2],28,84.33,#57A77B
Nera [nrb-2],15.112,37.591,#876D6A
Nese [xxx-67],-15.92,167.2,#73715E
Nesu [ywu-2],27.3,104,#2BADA1
Neverver [lgk],-16.184,167.478,#928173
Nevome [ood-2],19,-98.25,#9B6675
Newar_Kathmandu [new],27.5,85.333,#75616E
Newari_Dolakha [new-2],27.58,86.667,#788B75
Nez Perce [nez],46,-117,#764DBC
Ngaanyatjarra [ntj],-27.5,126,#CEAE89
Ngabere [gym],8.5,-81,#9E8A6C
Ngadha [nxg],-8.833,121,#768559
Ngadjunmaya [nju],-32,123.5,#CEB786
Ngajan [dbl-2],-17.42,145.5,#CC9E8A
Ngaju [nij],-1.5,113.5,#948865
Ngalakgan [nig],-14.5,134.833,#C7B38A
Ngaliwurru [djd-2],-15.032,130.109,#CEB388
Ngalum [szb],-4.753,140.757,#928590
Ngan'gityemerri [nam],-14.25,130.417,#A79C69
Nganasan [nio],71,93,#87A468
Ngandi [nid],-13.5,135,#B4BC65
Ngankikurungkurr [nam-2],-14,130.5,#A9A56B
Nganyaywana [nyx],-29.631,151.385,#C3B37C
Ngardi [xxx-68],-21,129,#D3A38A
Ngardilpa [wbp-2],-18,129,#CDC17D
Ngarigu [xxx-69],-36.5,149.5,#C5B685
Ngarinyeri [nay],-35.6,139.1,#CDAF84
Ngarinyin [ung],-16.25,126.5,#CDBB89
Ngarla [nlr],-20.33,119.5,#D1BB89
Ngarluma [nrl],-20.764,117.254,#D3B486
Ngarndji [xxx-80],-17.67,134.6,#CFB387
Ngawun [nxn],-19.5,141.5,#D0B688
Ngazidja [sdj],-11.701,43.253,#547F4F
Ngbaka [nga],4.25,21.17,#767B74
Ngbandi [ngb],4,22,#3D8852
Ngemba_Mankon [nge],6.205,9.972,#718D8A
Ngeq [ngt],5.55,102.2,#78B166
Nggem [nbq],-3.67,138.814,#AB639E
Ngiemboon [nnh],5.55,10.13,#6F8986
Ngile [jle],10.752,29.95,#94AD67
Ngiri [xxx-28],2,18.5,#6E8761
Ngiti [niy],1.33,30.25,#4D7C56
Ngiyambaa [wyb],-31.75,145.5,#CDB284
Ngizim [ngi],12.08,10.92,#687F4F
Ngkoth [xxx-70],-12.08,142.17,#B6A776
Ngochang [acn-2],25.35,97.43,#59A2B8
Ngomba [jgo],5.6,10.27,#6C89AB
Ngumba [nmg],3.047,10.236,#678A4D
Nguna [llp],-17.5,168.333,#B28A85
Ngwe [nwe ],5.488,9.856,#44915D
Nhanda [nha],-27.5,114.75,#B4BF7D
Nhandeva [nhd],-19.66,-61.726,#946A99
Nheengatú [yrl],1.695783,-67.260483,#9C678D
Nias [nia],1,97.5,#704565
Niesu [iii-2],26.8,102.1,#1AACA1
Nii [nii],-5.835,144.578,#B48A85
Nila [nil],-6.33,130.08,#997C7E
Nimboran [nir],-3.083,140.167,#939887
Ninde [mwi-2],-16.418,167.434,#858F85
Ningbo [wuu-12],29.85,121.55,#2FADA3
Ningde [cdo-7],26.67,119.525,#67A3D3
Ningdu [hak-15],26.5,115.95,#56A1C8
Ningera [nby],-2.811,141.476,#988683
Ninggirum [nxr],-5.432,141.159,#AB778E
Ningil [niz],-3.59,142.197,#9E8195
Nisenan [nsz],39.33,-120.83,#7D5F96
Nisenan_Central Hill  [nsz-3],39.5,-120.75,#7E659F
Nisgha [ncg],55,-130,#755FC6
Nishi [dap],27.7,94.2,#767C68
Nishu [nsd-2],24.07,101.99,#19A7A7
Nisu [nsd],22.6,101.83,#15ABA5
Nitinat [noo-2],48.58,-124.25,#3F518D
Niuafo'ou [num],-15.6,-175.63,#90899A
Niue [niu],-19,-169.5,#A8869C
Nivkh [niv],53.333,142,#5FA18A
Nkonya [nko],7.2,0.2,#8D8975
Nkore-Kiga [cgg],-0.92,29.83,#657757
Nkumbi [khu],-16,14.8,#8D7D85
Nobiin [fia],21,31,#8D8262
Nobonob [gaw],-5.088,145.628,#9B7B87
Nocte [njb],27,95.5,#74AE71
Noesu [yig],27.5,103.7,#23B49B
Nokuku [nkk],-14.901,166.578,#9B6983
Nomaande [lem],4.5,10.85,#919A95
Nomatsigenga [not],-11.7462,-74.1629,#7D6E92
Noni [nhu],6.42,10.58,#745D74
Nonthaburi Malay [xxx-20],13.92,100.4,#66B777
Nonuya [noj],-0.5,-72.5,#736282
Noon [nhu],14.77,-16.9,#6D9541
Nootka [noo],49.67,-126.67,#6238B8
Nootsack [nok],49,-122.5,#6B52BD
North_Bavarian [bar],49.44,11.86,#487C56
North_Saxon [nds-2],53,8.5,#5D865F
Norwegian [nob],62,8,#6C8861
Nosu [iii],27,101,#2CA599
Notsi [ncf],-3.022,151.58,#9D8663
Nouri [xxx-92],-3,141.75,#94527E
Ntenyi [nnl-2],25.91,93.72,#439F88
Ntomba [nto],-1,18,#92858B
Ntra'ngith [dgt],-13.17,141.67,#B4A56E
Nuaulu [nxl],-3.25,129.083,#AD5B90
Nubi [kcn],0.6,32.55,#667654
Nubian [kzh],12.5,31,#89625E
Nubian_Kunuz [kzh-2],23,33,#85545B
Nubri [kte],28.64,84.61,#6CC3B9
Nubri_lower [kte-2],28.53,84.79,#57CA9E
Nuer [nus],8.6,33.3,#9BC965
Nugunu [nnv],-32.5,138,#CFAE79
Nukak [mbr],0.858,-72.029,#9E6380
Nukini [nuc],-7.42,-72.4,#965F84
Nukuoro [nkr],3.83,154.92,#A97A7F
Nukuria [nur],-4.78,157,#A87685
Num [tgs],-14.22,167.57,#97807E
Numanggang [nop],-6.333,146.743,#8A7C85
Numbami [sij],-7.515,147.299,#958779
Numee_Naa Kwenyii [kdk],-22.334,166.915,#9299A5
